
SL_VERSION,ifd_id,ifd_ver,ifd_seg_id,ifd_fld_id,ifd_fld_descr,ifd_fld_ordr,ifd_fld_tag,eo_id,eo_ver,eo_seg_id,eo_fld_id,evt_id,evt_arg_id,eo_fld_grp_func,ifd_fld_sql_ordr,ifd_fld_class_cd,data_typ_cd,fld_alg_id,kw_id,pre_alg_bnd_var_id,fld_val,sql_expr,default_expr,change_expr,fld_jus_cd,fld_fmt,fld_trm_cd,pad_char,trm_char,ifd_fld_len,ifd_fld_attr_cd,create_only_flg,ol_fld_tag,ol_grp_func,validation_cmnt,required_flg,default_val_cmnt,ifd_fld_max_chars
2023.1,'VC_RCPT_INB_IFD_2020','2020','RCPT_ASSET_SEG','ASSET_ID','Currently, no English translation is available.','40','','RCPT_TRAN','2010.1','RCPT_ASSET_SEG','ASSET_ID','','','','','EO','C','','','','','','','','N','','N','','','120','','','','','Currently, no English translation is available.','','Currently, no English translation is available.','30'
